Show_Id,Cast,Country,Date_Added,Description,Director,Duration,Listed_In,Rating,Release_Year,Title,Type
S1170,Byung-hun Lee   Dong-won Gang   Woo-bin Kim   Ji-won Uhm   Dal-su Oh   Kyung Jin   Gang Dong-won,South Korea,2018-02-01,Needing hard evidence to convict a company chairman of fraud   an investigator bargains with the company..s tech expert to turn over his boss..s ledger.,Ui-seok Jo,143 min,Action & Adventure   International Movies,NR,2016,Master,Movie
S1171,Null,United States,2019-07-04,In this short documentary   37-year-old Cristina valiantly battles cancer while doing all she can to encourage others to live in the moment.,Michèle Ohayon,40 min,Documentaries,NR,2016,Cristina,Movie
S1172,Ritwick Chakraborty   Adil Hussain   Nayani Dixit   Sonam Stobgais,India,2016-12-01,An unemployed Bollywood session violinist in Mumbai finally lands a small gig   but it..s what happens on his way home that proves truly transformative.,Bauddhayan Mukherji,72 min,Dramas   Independent Movies   International Movies,NR,2016,The Violin Player,Movie
S1173,Null,United States,2016-12-10,Passion is an understatement. Meet the folks who wanted a Major League Soccer club in Philadelphia so badly   they became fans before it even existed.,Jeffrey C. Bell,73 min,Documentaries   Sports Movies,NR,2016,Sons of Ben,Movie
S1174,Muriel Santa Ana   Peto Menahem   Héctor Díaz   Sebastián Wainraich   Karina K.   Hernán Jiménez   Fabián Forte   Verónica Intile,Argentina,2017-01-20,When Julia literally falls into Alejandro..s backyard from her apartment above   it..s just the jolt that..s needed to nudge these two loners together.,Néstor Sánchez Sotelo,78 min,Comedies   International Movies   Romantic Movies,NR,2016,Caida del Cielo,Movie
S1175,Karim Saleh   Waleed Zuaiter   Nicole Haddad   Mona Hala   Wedad Abdel Aziz Abdou   Lavrenti Lopes   Jessica Lu   Amin El Gamal   Melina Lizette   Tom Lenk   Terry Walters,United States,2017-03-15,Aimless valet driver Steven Bassem can..t find the motivation to get a better job   even when his fractious immigrant family starts falling apart.,Heidi Saman,80 min,Dramas   Independent Movies,NR,2016,Namour,Movie
S1176,Null,United States,2017-04-07,This intimate portrait sheds light on the trauma experienced and strength displayed by those affected by the 2012 massacre in Newtown   Connecticut.,Kim A. Snyder,84 min,Documentaries,NR,2016,Newtown,Movie
S1177,Jewel Thais-Williams,United States,2018-05-01,The story of famed L.A. nightclub Catch One and owner Jewel Thais-Williams   who defied all odds and provided a safe space for black LGBT communities.,C. Fitz,84 min,Documentaries   LGBTQ Movies,NR,2016,Jewel..s Catch One,Movie
S1178,Null,United Kingdom,2016-11-18,A dizzying chronicle of excess and deception dissects a fascinating case of fine-wine fraud and the con man who cheated investors out of millions.,Jerry Rothwell   Reuben Atlas,85 min,Documentaries,NR,2016,Sour Grapes,Movie
S1179,Zachary Levi,United States,2016-08-01,A visionary carmaker introduces his fuel-efficient   high-performance hypercar to a market filled with big-name competitors like Ferrari and Porsche.,J.F. Musial   Josh Vietze,86 min,Documentaries,NR,2016,APEX: The Story of the Hypercar,Movie
S1180,Lily Rabe   Timothée Chalamet   Lili Reinhart   Anthony Quintal   Oscar Nuñez   Rob Huebel,United States,2016-12-19,Emotionally vulnerable teacher Rachel accompanies three students to a weekend drama competition and forms an unexpected bond with troubled teen Billy.,Julia Hart,86 min,Dramas   Independent Movies,NR,2016,Miss Stevens,Movie
S1181,Joel Courtney   Tommy Cash   Paul Johansson   Bas Rutten   Raleigh Cain   David Shannon,United States,2017-01-14,A heedless teen drifter who falls for a small-town waitress makes the mistake of robbing a drug lord   putting his life and newfound love in jeopardy.,N.D. Wilson,87 min,Dramas   Independent Movies,NR,2016,The River Thief,Movie
S1182,Russell Tovey   Arinzé Kene   Lisa McGrillis   Nico Mirallegro   Rory J. Saper,United Kingdom,2019-01-01,The lives and careers of two professional soccer players are profoundly impacted by a single moment of intimacy that took place between them.,Ben A. Williams,87 min,Dramas   Independent Movies   LGBTQ Movies,NR,2016,The Pass,Movie
S1183,Null,United States,2016-12-16,Explore the icky world of rats and witness how their talent for surviving in almost any environment has led to catastrophic events throughout history.,Morgan Spurlock,88 min,Documentaries,NR,2016,Rats,Movie
S1184,Harry Benson,United States,2017-05-01,This film chronicles the career of photographer Harry Benson   who earned global renown with his candid shots of the Beatles and other celebrities.,Justin Bare   Matthew Miele,90 min,Documentaries,NR,2016,Harry Benson: Shoot First,Movie
S1185,Addison Timlin   Ally Sheedy   Keith Poulson   Peter Hedges   Barbara Crampton   Kristin Slaysman   Molly Plunk,United States,2017-01-14,A former Goth studying to become a nun finds her faith tested when she returns home to visit her brother   who has been disfigured in the Iraq War.,Zach Clark,91 min,Comedies   Dramas   Independent Movies,NR,2016,Little Sister,Movie
S1186,Norman Lear   George Clooney   Bill Moyers   John Amos   Russell Simmons   Louise Lasser   Rob Reiner   Jon Stewart   Amy Poehler,United States,2016-11-01,This documentary turns the spotlight on the man behind the iconic .....All in the Family  ..... with comments from friends   family and famous collaborators.,Heidi Ewing   Rachel Grady,91 min,Documentaries,NR,2016,Norman Lear: Just Another Version of You,Movie
S1187,Linas Phillips   Melanie Lynskey   Timm Sharp   Tobin Bell   Jay Duplass   Lauren Weedman   Artemis Pebdani   Reagan Yates   Austin Fryberger,United States,2016-12-01,A developmentally disabled man obsessed with the Fonz   guns and all things kinky poses a challenge for his arrogant brother when he moves in with him.,Linas Phillips,92 min,Comedies   Dramas   Independent Movies,NR,2016,Rainbow Time,Movie
S1188,Antonio de la Torre   Luis Callejo   Ruth Díaz   Raúl Jiménez   Manolo Solo   Font García   Pilar Gómez   Alicia Rubio,Spain,2017-02-15,After his lover is killed in a jewelry store robbery   quiet José romances café owner Ana   who..s unaware he has other motivations.,Raúl Arévalo,92 min,International Movies   Thrillers,NR,2016,The Fury of a Patient Man,Movie
S1189,Cynthia Kirchner   Doug Haley   Zack Pearlman   Larry Miller   Danny Masterson   Anthony Anderson   David Shackelford   Donald Faison   Angela Kinsey   Kirby Bliss Blanton   John Robinson,United States,2016-03-01,Two teenage geeks inadvertently find a lifelike   state-of-the-art sex robot   but must dodge the high-profile owner who lost her in order to keep her.,Michael Polish,93 min,Comedies,NR,2016,Hot Bot,Movie
S1190,Abbie Cornish   Diego Klattenhoff   Justin Long   Dermot Mulroney   Lola Flanery   Sarah Abbott   Liisa Repo-Martell   Peyton Kennedy,Canada   United States,2017-04-01,After discovering old fractures in her skull   a photographer recovering from amnesia becomes increasingly haunted by a sinister childhood secret.,Ed Gass-Donnelly,93 min,Dramas   International Movies   Thrillers,NR,2016,Lavender,Movie
S1191,Justin Deeley   Alex House   Steven Yaffee   Rebecca Dalton   Ann Pirvu   Nick Bateman   Tom Green   Jamie Johnston,United States,2016-12-19,A disbanded fraternity tries to get their act together by finding new members   but beer bongs   bad grades and a demented dean stand in their way.,Warren P. Sonoda,94 min,Comedies,NR,2016,Total Frat Movie,Movie
S1192,Sruthi Hariharan   Vicky R,India,2017-03-01,When a cabbie chances upon his childhood sweetheart   he tries to rekindle old feelings but finds that mature love is a more complicated matter.,Selvamani Selvaraj,94 min,Dramas   International Movies   Romantic Movies,NR,2016,Nila,Movie
S1193,Ingrid Guimarães   Fábio Assunção   Alice Braga   Rosanne Mulholland   Caroline Abras   João Assunção,Brazil,2017-01-05,When their car breaks down en route to São Paulo   a father and son accept a ride from four beautiful telemarketers who are headed there on holiday.,José Eduardo Belmonte,95 min,Comedies   Dramas   International Movies,NR,2016,Back and Forth,Movie
S1194,Jesse Plemons   Molly Shannon   Bradley Whitford   Maude Apatow   Madisen Beaty   John Early   Zach Woods   Paul Dooley   June Squibb,United States,2016-12-08,After a bad breakup   a struggling New York comedy writer tries to don a brave face and care for his dying mother in Sacramento.,Chris Kelly,97 min,Comedies   Dramas   Independent Movies,NR,2016,Other People,Movie
S1195,Hugh Bonneville   Gillian Anderson   Manish Dayal   Huma Qureshi   Michael Gambon   David Hayman   Simon Callow   Denzil Smith   Neeraj Kabi   Tanveer Ghani   Om Puri   Lily Travers,United Kingdom   India   Sweden,2017-12-12,As viceroy Lord Mountbatten arrives in Delhi to oversee a transfer of power from Britain to India in 1947   war looms between religious factions.,Gurinder Chadha,106 min,Dramas,NR,2017,Viceroy..s House,Movie
S1196,Vincent Zhao   Sammo Kam-Bo Hung   Regina Wan   Yasuaki Kurata   Keisuke Koide   Timmy Hung   Michael Tong,China   Hong Kong,2017-12-16,A maverick leader and a clever young general take on Japanese pirates amid bureaucratic intrigue in Ming Dynasty China.,Gordon Chan,129 min,Action & Adventure   International Movies,NR,2017,God of War,Movie
S1197,Shah Rukh Khan   Mahira Khan   Nawazuddin Siddiqui   Mohammed Zeeshan Ayyub   Sheeba Chaddha   Shubham Chintamani   Shubham Tukaram   Atul Kulkarni   Narendra Jha   Jaideep Ahlawat   Sunny Leone,India,2017-05-26,After street smart kid Raees rises to become Gujarat..s bootlegging king in the 1980s   he tries to balance his life of crime with helping his people.,Rahul Dholakia,143 min,Action & Adventure   Dramas   International Movies,NR,2017,Raees,Movie
S1198,Daniel Doheny   Judy Greer   Siobhan Williams   Russell Peters   Grace Park   Andrew McNee   Alex Barima   Andrew Herr   Eva Day   Josh Epstein,Canada   United States,2018-08-15,After years of home-schooling   an awkward teen decides he wants a public high school experience   but his overbearing mother struggles to let go.,Kyle Rideout,86 min,Comedies,NR,2018,Adventures in Public School,Movie
S1199,Tony Jaa   Iko Uwais   Tiger Chen   Scott Adkins   Celina Jade   Michael Bisping   Michael Jai White   JeeJa Yanin   Dominiquie Vandenberg,Thailand   China   United States,2019-06-22,A crew of ruthless criminals hired to kill an influential heiress meet their match in a trio of surprisingly adept fighters who come to her aid.,Jesse V. Johnson   Jesse Johnson,96 min,Action & Adventure   International Movies,NR,2019,Triple Threat,Movie
S1200,Tamara Dobson   Bernie Casey   BrendaSykes   Esther Rolle   Shelley Winters,United States,2019-11-01,A stylin.. special agent chases down drug lords and does her part to stop trafficking. Soon   she finds herself seeking revenge on a dealer.,Jack Starrett,89 min,Action & Adventure   Classic Movies,PG,1973,Cleopatra Jones,Movie
S1201,Ellen Burstyn   Kris Kristofferson   Billy Green Bush   Diane Ladd   Harvey Keitel   Lelia Goldoni   Lane Bradbury   Vic Tayback   Jodie Foster   Alfred Lutter,United States,2019-07-01,A widowed singer and single mother starts over as a diner waitress in Arizona   befriending her coworkers and romancing a ruggedly handsome rancher.,Martin Scorsese,112 min,Classic Movies   Comedies   Dramas,PG,1974,Alice Doesn..t Live Here Anymore,Movie
S1202,Graham Chapman   John Cleese   Eric Idle   Terry Gilliam   Terry Jones   Michael Palin   Connie Booth   Carol Cleveland   Neil Innes,United Kingdom,2019-01-02,The Monty Python comedy clan skewers King Arthur and his Knights of the Round Table as they quest far and wide for the Holy Grail.,Terry Gilliam   Terry Jones,92 min,Action & Adventure   Classic Movies   Comedies,PG,1975,Monty Python and the Holy Grail,Movie
S1203,Michael York   Richard Jordan   Farrah Fawcett   Jenny Agutter   Peter Ustinov   Roscoe Lee Browne   Randolph Roberts   Gary Morgan   Greg Lewis,United States,2019-11-01,In the 23rd century   inhabitants of a domed city exist in a world filled with life..s pleasures – but no one is allowed to live past the age of 30.,Michael Anderson,118 min,Action & Adventure   Classic Movies   Cult Movies,PG,1976,Logan..s Run,Movie
S1204,Sylvester Stallone   Talia Shire   Burt Young   Carl Weathers   Burgess Meredith   Thayer David   Joe Spinell   Jimmy Gambina   Bill Baldwin,United States,2019-08-01,Sylvester Stallone shot to fame as Rocky Balboa   an unknown fighter who..s given a shot at fighting world champ Apollo Creed as a publicity stunt.,John G. Avildsen,120 min,Action & Adventure   Classic Movies   Dramas,PG,1976,Rocky,Movie
S1205,Tony King   Mary Alice   Irene Cara   Dorian Harewood   Paul Lambert   Beatrice Winde   Lonette McKee,United States,2019-11-01,In 1950s Harlem   three singing sisters hit the big time and end up losing one another in this musical melodrama inspired by the Supremes.,Sam O..Steen,98 min,Dramas   Music & Musicals,PG,1976,Sparkle,Movie
S1206,John Travolta   Olivia Newton-John   Stockard Channing   Jeff Conaway   Barry Pearl   Michael Tucci   Kelly Ward   Didi Conn   Jamie Donnelly   Dinah Manoff   Eve Arden   Dody Goodman   Sid Caesar   Joan Blondell   Frankie Avalon,United States,2019-11-01,John Travolta and Olivia Newton-John star in this hit musical comedy about a greaser and the good girl he falls for – much to his friends.. chagrin.,Randal Kleiser,110 min,Classic Movies   Comedies   Music & Musicals,PG,1978,Grease,Movie
S1207,Sylvester Stallone   Talia Shire   Burt Young   Carl Weathers   Burgess Meredith   Tony Burton   Joe Spinell   Leonard Gaines   John Pleshette   Sylvia Meals,United States,2019-08-01,Featuring a rousing climax   this engaging sequel finds boxer Rocky Balboa returning to the ring for a rematch against reigning champ Apollo Creed.,Sylvester Stallone,119 min,Dramas   Sports Movies,PG,1979,Rocky II,Movie
S1208,Robin Williams   Shelley Duvall   Ray Walston   Paul Dooley   Paul L. Smith   Richard Libertini   Donald Moffat   Macintyre Dixon   Roberta Maxwell   Donovan Scott,United States,2019-11-24,During a storm that wrecks his ship   super-strong sailor Popeye washes ashore and winds up rooming at the Oyl household   where he meets Olive.,Robert Altman,114 min,Action & Adventure   Children & Family Movies   Comedies,PG,1980,Popeye,Movie
S1209,Harrison Ford   Karen Allen   Paul Freeman   Ronald Lacey   John Rhys-Davies   Denholm Elliott   Alfred Molina   Wolf Kahler   Anthony Higgins   Vic Tablian,United States,2019-01-01,When Indiana Jones is hired by the government to locate the legendary Ark of the Covenant   he finds himself up against the entire Nazi regime.,Steven Spielberg,116 min,Action & Adventure   Children & Family Movies   Classic Movies,PG,1981,Indiana Jones and the Raiders of the Lost Ark,Movie
S1210,Sylvester Stallone   Talia Shire   Burt Young   Carl Weathers   Burgess Meredith   Tony Burton   Mr. T   Hulk Hogan   Ian Fried,United States,2019-08-01,After taking a pounding from a powerful young fighter   humbled world champ Rocky Balboa turns to ex-rival Apollo Creed for help in regaining his form.,Sylvester Stallone,100 min,Dramas   Sports Movies,PG,1982,Rocky III,Movie
S1211,Jim Henson   Kathryn Mullen   Frank Oz   Dave Goelz   Stephen Garlick   Lisa Maxwell   Billie Whitelaw   Percy Edwards   Joseph O..Conor,United States   United Kingdom,2019-05-01,In this mythical tale   Jen   the last of the Gelfling race   is charged with healing the Crystal of Truth after its mutilation sets off an era of terror.,Frank Oz   Jim Henson,93 min,Children & Family Movies,PG,1982,The Dark Crystal,Movie
S1212,Harrison Ford   Kate Capshaw   Amrish Puri   Roshan Seth   Philip Stone   Roy Chiao   Jonathan Ke Quan   David Yip   Ric Young   Chua Kah Joo,United States,2019-01-01,Indiana Jones   his young sidekick and a spoiled songbird get more than they bargained for when they go to India in search of a missing magical stone.,Steven Spielberg,119 min,Action & Adventure   Children & Family Movies   Classic Movies,PG,1984,Indiana Jones and the Temple of Doom,Movie
S1213,Robert Redford   Robert Duvall   Glenn Close   Kim Basinger   Wilford Brimley   Barbara Hershey   Robert Prosky   Richard Farnsworth   Joe Don Baker   John Finnegan,United States,2020-01-01,A gifted baseball player whose life has taken some startling turns becomes a 35-year-old rookie who helps a cellar-dwelling team get back in the game.,Barry Levinson,138 min,Classic Movies   Dramas   Sports Movies,PG,1984,The Natural,Movie
S1214,Sylvester Stallone   Talia Shire   Burt Young   Carl Weathers   Dolph Lundgren   Brigitte Nielsen   Tony Burton   Michael Pataki,United States,2019-08-01,Rocky Balboa takes on the Cold War   coming out of retirement to battle a Soviet fighter who pulverized Rocky..s friend and former rival   Apollo Creed.,Sylvester Stallone,92 min,Dramas   Sports Movies,PG,1985,Rocky IV,Movie
S1215,Fred Savage   Howie Mandel   Daniel Stern   Margaret Whitton   Rick Ducommun   Frank Whaley   Ben Savage   William Murray Weiss   Devin Ratray   Amber Barretto   J. Michael Hunter   Tom Hull,United States,2019-07-01,Brian knows there are creatures under his bed. When he faces his fears and confronts them   however   he makes some hilariously weird new friends.,Richard Greenberg,102 min,Children & Family Movies   Comedies,PG,1989,Little Monsters,Movie
S1216,Jack Lemmon   Ted Danson   Olympia Dukakis   Kathy Baker   Kevin Spacey   Ethan Hawke   Zakes Mokae   J.T. Walsh   Peter Michael Goetz   John Apicella   Richard McGonagle   Bill Morey   Mary Fogarty,United States,2018-04-01,Family bonds are revived after a father is diagnosed with cancer in this bittersweet drama. Dutiful son John cares for his aging father   Jake   but not without complaint.,Gary David Goldberg,117 min,Dramas,PG,1989,Dad,Movie
S1217,Judith Hoag   Elias Koteas   Josh Pais   Michelan Sisti   Leif Tilden   David Forman   Michael Turney   Jay Patterson   Raymond Serra   James Saito   Kevin Clash,Null,2020-01-01,After exposure to a strange   glowing ooze   four mutant turtles train as ninjas in the sewers and fight crime wherever they find it.,Steve Barron,94 min,Action & Adventure   Comedies,PG,1990,Teenage Mutant Ninja Turtles: The Movie,Movie
S1218,Paige Turco   David Warner   Mark Caso   Michelan Sisti   Leif Tilden   Kenn Scott   Kevin Clash   Ernie Reyes Jr.   François Chau   Kevin Nash,United States   Hong Kong,2020-01-01,The evil Shredder decides that ooze is what gives the ninja turtles their power   so he obtains some of the toxic junk and creates dangerous mutants.,Michael Pressman,88 min,Children & Family Movies   Comedies,PG,1991,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Movie
S1219,Anthony Hopkins   Vanessa Redgrave   Helena Bonham Carter   Emma Thompson   James Wilby   Samuel West   Jemma Redgrave   Joseph Bennett   Nicola Duffett   Susie Lindeman,United Kingdom   Japan   United States,2017-03-16,When a husband   acting in his family..s .....best interest  ..... does not accept his wife..s deathbed wish   providence dictates that he pay for his duplicity.,James Ivory,143 min,Classic Movies   Dramas   Independent Movies,PG,1992,Howards End,Movie
S1220,Paul Mercurio   Tara Morice   Bill Hunter   Pat Thomson   Gia Carides   Peter Whitford   Barry Otto   John Hannan,Australia   United Kingdom,2020-01-01,Dumped by his partner just before a major dance competition   gifted hoofer Scott Hastings is forced to take a graceless neophyte as his new partner.,Baz Luhrmann,95 min,Classic Movies   Comedies   Romantic Movies,PG,1992,Strictly Ballroom,Movie
S1221,Jason James Richter   Lori Petty   Jayne Atkinson   August Schellenberg   Michael Madsen   Michael Ironside   Richard Riehle   Mykelti Williamson   Michael Bacall   Danielle Harris,United States   France   Mexico,2020-01-01,Ordered to clean up the graffiti he painted at a marine theme park   a troubled young boy unexpectedly bonds with a killer whale on exhibit.,Simon Wincer,112 min,Children & Family Movies   Dramas,PG,1993,Free Willy,Movie
S1222,Kirstie Alley   Steve Guttenberg   Mary-Kate Olsen   Ashley Olsen   Philip Bosco   Jane Sibbett,United States,2019-11-20,The Olsen twins put a cute new spin on Mark Twain..s classic tale .....The Prince and the Pauper  ..... playing identical 9-year-olds from very different backgrounds: orphaned Amanda and wealthy Alyssa.,Andy Tennant,101 min,Children & Family Movies   Comedies,PG,1995,It Takes Two,Movie
S1223,Bette Midler   Goldie Hawn   Diane Keaton   Maggie Smith   Dan Hedaya   Sarah Jessica Parker   Stockard Channing   Victor Garber   Stephen Collins   Marcia Gay Harden   Jennie Dundas   Elizabeth Berkley   Eileen Heckart   Bronson Pinchot   Rob Reiner,United States,2019-11-20,Following a friend..s suicide after her husband dumps her for a younger model   three women plot payback against their two-timing exes.,Hugh WIlson,103 min,Comedies,PG,1996,The First Wives Club,Movie
S1224,Michael J. Fox   Jonathan Lipnicki   Geena Davis   Hugh Laurie   Nathan Lane,Germany   United States,2020-01-01,Mr. and Mrs. Little want to adopt a brother for their only child but get more than they bargained for when they take in a mouse with an attitude.,Rob Minkoff,85 min,Children & Family Movies   Comedies,PG,1999,Stuart Little,Movie
S1225,Jim Carrey   Taylor Momsen   Jeffrey Tambor   Christine Baranski   Bill Irwin   Molly Shannon   Clint Howard   Josh Ryan Evans   Mindy Sterling   Anthony Hopkins,United States,2017-06-01,The Grinch decides to rob Whoville of Christmas – but a dash of kindness from little Cindy Lou Who and her family may be enough to melt his heart.,Ron Howard,105 min,Children & Family Movies   Comedies,PG,2000,How the Grinch Stole Christmas,Movie
S1226,Christopher Masterson   Harry Van Gorkum   Rona Figueroa   Matt Hickey   Henry O   Tom Burke   Robby Benson   Ken Shorter   John Woodnutt   Lubomir Misak,United States,2020-01-01,This sequel introduces Draco the dragon..s offspring   Drake   who dreams of becoming a knight and teams up with a stable boy to master his skills.,Doug Lefler,84 min,Action & Adventure   Sci-Fi & Fantasy,PG,2000,Dragonheart: A New Beginning,Movie
S1227,Chris Elliott   Mark Webber   Jean Smart   Schuyler Fisk   Iggy Pop   Pam Grier   John Schneider   Chevy Chase   Zena Grey   Josh Peck,United States,2020-01-01,When a snow day shuts down the whole town   the Wheeler family cuts loose. Hal makes a play for the most popular girl in his school   10-year-old Natalie takes on the dreaded snowplow man   and Dad gets into a showdown with a rival meteorologist.,Chris Koch,89 min,Children & Family Movies   Comedies,PG,2000,Snow Day,Movie
S1228,Michael Gross   Shawn Christian   Susan Chuang   Charlotte Stewart   Ariana Richards   Tony Genaro   Barry Livingston   John Pappas   Jason Hopkins,United States,2020-01-01,When a theme park..s simulated giant worm attacks turn real   Burt Gummer and two young entrepreneurs team up to battle the flesh-eating graboids.,Brent Maddock,104 min,Comedies   Horror Movies   Sci-Fi & Fantasy,PG,2001,Tremors 3: Back to Perfection,Movie
S1229,Aamir Khan   Gracy Singh   Rachel Shelley   Paul Blackthorne   Suhasini Mulay   Kulbhushan Kharbanda   Raghuvir Yadav   Rajendranath Zutshi   Rajesh Vivek   Javed Khan,India,2017-12-08,In 1890s India   an arrogant British commander challenges the harshly taxed residents of Champaner to a high-stakes cricket match.,Ashutosh Gowariker,224 min,Dramas   International Movies   Music & Musicals,PG,2001,Lagaan,Movie
S1230,Antonio Banderas   Carla Gugino   Alan Cumming   Teri Hatcher   Cheech Marin   Danny Trejo   Robert Patrick   Tony Shalhoub   Alexa PenaVega   Daryl Sabara,United States,2019-04-01,The tables are turned when pint-sized kids Carmen and Juni must rescue their secret-agent parents from the diabolical clutches of Alexander Minion.,Robert Rodriguez,88 min,Children & Family Movies   Comedies,PG,2001,Spy Kids,Movie
S1231,Antonio Banderas   Carla Gugino   Alexa PenaVega   Daryl Sabara   Steve Buscemi   Mike Judge   Danny Trejo   Cheech Marin   Matt O..Leary   Emily Osment   Ricardo Montalban   Holland Taylor   Alan Cumming,United States,2019-03-08,Spy kids Carmen and Juni Cortez team up with two other pint-size secret agents   Gary and Gerti Giggles   in order to take on an evil scientist.,Robert Rodriguez,100 min,Children & Family Movies   Comedies,PG,2002,Spy Kids 2: The Island of Lost Dreams,Movie
S1232,Michael J. Fox   Geena Davis   Hugh Laurie   Jonathan Lipnicki   Nathan Lane   Melanie Griffith   James Woods   Steve Zahn,United States,2020-01-01,Zany misadventures are in store as lovable city mouse Stuart and his human brother   George   raise the roof in this sequel to the 1999 blockbuster.,Rob Minkoff,78 min,Children & Family Movies   Comedies,PG,2002,Stuart Little 2,Movie
S1233,Frankie Muniz   Paul Giamatti   Amanda Bynes   Amanda Detmer   Donald Faison   Sandra Oh   Russell Hornsby   Michael Bryan French   Christine Tucci   Lee Majors   John Cho,United States   Germany,2020-01-15,Junior high students Jason and Kaylee take action when a greedy Hollywood producer turns Jason..s essay into a hit film without giving him credit.,Shawn Levy,88 min,Children & Family Movies   Comedies,PG,2002,Big Fat Liar,Movie
S1234,Amanda Bynes   Colin Firth   Kelly Preston   Eileen Atkins   Anna Chancellor   Jonathan Pryce   Oliver James   Christina Cole,United States,2019-06-01,In search of the father she..s never met   the daughter of a bohemian American woman heads to Europe and finds that her dad is an uptight politician.,Dennie Gordon,105 min,Children & Family Movies   Comedies,PG,2003,What a Girl Wants,Movie
S1235,Mike Myers   Alec Baldwin   Kelly Preston   Dakota Fanning   Spencer Breslin   Amy Hill   Sean Hayes   Dan Castellaneta,United States,2019-05-01,While Mom is away   a bored little boy and girl are visited by the Cat in the Hat   who proceeds to turn the house into the .....mother of all messes......,Bo Welch,82 min,Children & Family Movies   Comedies,PG,2003,Dr. Seuss.. The Cat in the Hat,Movie
S1236,Daryl Sabara   Sylvester Stallone   Ricardo Montalban   Alexa PenaVega,United States,2019-04-01,Carmen gets caught in a virtual reality game designed by the kids.. new nemesis   the Toymaker   and it..s up to Juni to save her by beating the game.,Robert Rodriguez,83 min,Children & Family Movies   Comedies,PG,2003,Spy Kids 3: Game Over,Movie
S1237,Christopher Showerman   Julie Benz   Angus T. Jones   Thomas Haden Church   Christina Pickles   John Cleese   Michael Clarke Duncan   John Kassir   Kevin Greutert   Keith Scott,United States   Australia,2016-12-20,Now married and raising a son   clumsy ape-man George finds his jungle kingdom in peril as Really Mean Lion challenges him for the throne.,David Grossman,87 min,Children & Family Movies   Comedies,PG,2003,George of the Jungle 2,Movie
S1238,Eddie Murphy   Jeff Garlin   Steve Zahn   Regina King   Anjelica Huston   Kevin Nealon   Jonathan Katz   Siobhan Fallon Hogan   Lisa Edelstein   Lacey Chabert   Laura Kightlinger   Leila Arcieri,United States,2019-01-01,When a conscientious father loses his lucrative dot-com job and faces economic ruin   he joins two friends in opening a business called Daddy Day Care.,Steve Carr,93 min,Children & Family Movies   Comedies,PG,2003,Daddy Day Care,Movie
S1239,Nick Whitaker   Chris Kendrick   Randall Newsome   Duane Stephens   Lincoln Hoppe   Christy Summerhays   Scott Wilkinson,United States,2018-03-06,Benji is back in this charming story that..s told from the pooch..s point of view   tracking his early days as a pup to his current life in showbiz.,Joe Camp,100 min,Children & Family Movies   Dramas,PG,2004,Benji: Off the Leash,Movie
S1240,Nicolas Cage   Diane Kruger   Justin Bartha   Sean Bean   Jon Voight   Harvey Keitel   Christopher Plummer,United States,2018-06-01,Modern treasure hunters search for a chest of riches rumored to have been stashed away by George Washington   Thomas Jefferson and Benjamin Franklin.,Jon Turteltaub,131 min,Action & Adventure   Children & Family Movies,PG,2004,National Treasure,Movie
S1241,Kurt Russell   Patricia Clarkson   Noah Emmerich   Sean McCann   Kenneth Welsh   Eddie Cahill   Patrick O..Brien Demsey   Michael Mantenuto   Nathan West   Kenneth Mitchell   Sam Skoryna   Billy Schneider   Michael Kopsa   Beverley Breuer   Lisa Marie Caruk   Ryan Walter   Nate Miller   Joseph Cure   Scott Johnson   Eric Peter-Kaiser   Bobby Hanson,Canada   United States,2018-06-01,U.S. hockey coach Herb Brooks unites a motley crew of college athletes and turns them into a force to be reckoned with at the 1980 Winter Olympics.,Gavin O..Connor,136 min,Children & Family Movies   Dramas   Sports Movies,PG,2004,Miracle,Movie
S1242,Mary-Kate Olsen   Ashley Olsen   Eugene Levy   Andy Richter   Riley Smith   Jared Padalecki   Drew Pinsky   Darrell Hammond   Andrea Martin   Alannah Ong   Mary Bond Davis   Bob Saget   Jack Osbourne,United States,2020-01-01,When bickering teenage twins accidentally land in the middle of a criminal operation   they..ll have to work together to get themselves out of trouble.,Dennie Gordon,91 min,Children & Family Movies   Comedies,PG,2004,New York Minute,Movie
S1243,Hilary Duff   Chad Michael Murray   Jennifer Coolidge   Dan Byrd   Regina King   Julie Gonzalo   Lin Shaye   Madeline Zima   Andrea Avery   Mary Pat Gleason   Paul Rodriguez   Whip Hubley   Kevin Kilner   Erica Hubbard   Simon Helberg,United States   Canada,2020-01-01,Teen Sam meets the boy of her dreams at a dance before returning to toil in her stepmother..s diner. Can her lost cell phone bring them together?,Mark Rosman,95 min,Children & Family Movies   Comedies,PG,2004,A Cinderella Story,Movie
S1244,Tim Allen   Jamie Lee Curtis   Dan Aykroyd   Erik Per Sullivan   Cheech Marin   Jake Busey   M. Emmet Walsh   Kevin Chamberlin   Elizabeth Franz   René Lavan,United States,2019-01-01,When Luther Krank and his wife opt to skip Christmas – no tree and no rooftop Frosty – can they handle the fallout from their family and neighbors?,Joe Roth,99 min,Children & Family Movies   Comedies,PG,2004,Christmas with the Kranks,Movie
